Location,_Location_latitude,_Location_longitude,_Location_altitude,_Location_precision,Ward No,Photo,Gender,Age,Got Help,Gov Capacity,neighbours,others,ngo/ingo,relatives,gov,local groups,not sure,Wait period,injured,lost relative,house destroyed/damaged,All: injured..houses destroyed/damaged,Affected: Other,New_Question,Imp: food,Imp:sanitation,Imp: emergency medical treatment,Imp: cash,Imp: tents,Imp: building materials,Imp: all of the above,not accesible: food supplies,not accessible: sanitation,not accessible: emergency supplies,Not accessible: cash,Not accessible: tents,Not accessible: building materials,Not accessible: All of the above,Top priority: foreign employmnet,Top priority: farm/business,Top priority: not sure,Top priority: education,Top priority: rebuilding,Top priority: employment,How do you think relief response could be improved next time,Any comments,start,end,today,username,simserial,subscriberid,deviceid,phonenumber,meta/instanceID,_uuid,_submission_time,_tags,_notes
28.204383 84.743445 2495.4 8.899999618530273,28.204383,84.743445,2495.4,8.899999619,4,n/a,____female,45,____no,__yes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:18:09.000+06:45,2015-12-30T17:20:02.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:4eeef34e-3896-40c4-8c47-c1cc5d0cb6d5,4eeef34e-3896-40c4-8c47-c1cc5d0cb6d5,2015-12-30T12:37:44,,
28.204028 84.747098 1826.5 17.100000381469727,28.204028,84.747098,1826.5,17.10000038,7,n/a,____male,34,____yes,__yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:17:02.000+06:45,2015-12-30T17:18:08.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:d8f548c9-6f96-4c70-8485-cfa2541c8240,d8f548c9-6f96-4c70-8485-cfa2541c8240,2015-12-30T12:37:42,,
28.20334 84.747628 2169.6 7.599999904632568,28.20334,84.747628,2169.6,7.599999905,7,n/a,____female,72,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:16:00.000+06:45,2015-12-30T17:17:01.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:bdf3b99d-96d7-4c77-883e-2a1942254c81,bdf3b99d-96d7-4c77-883e-2a1942254c81,2015-12-30T12:37:41,,
28.201198 84.749222 1216.2 14,28.201198,84.749222,1216.2,14,4,n/a,____female,26,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:14:51.000+06:45,2015-12-30T17:15:59.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:f49eb8de-372f-426d-bf5e-f868e6585bdb,f49eb8de-372f-426d-bf5e-f868e6585bdb,2015-12-30T12:37:39,,
28.206727 84.747087 2397.4 96,28.206727,84.747087,2397.4,96,6,n/a,____male,61,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:13:40.000+06:45,2015-12-30T17:14:50.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:3edf6ad8-83db-4e61-b949-e7d7fa667bd4,3edf6ad8-83db-4e61-b949-e7d7fa667bd4,2015-12-30T12:37:37,,
28.202837 84.746043 1834.1 20.899999618530273,28.202837,84.746043,1834.1,20.89999962,6,n/a,____male,70,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:12:15.000+06:45,2015-12-30T17:13:40.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:fc225ab6-5bd9-4b4c-abdd-3681a3cd5f39,fc225ab6-5bd9-4b4c-abdd-3681a3cd5f39,2015-12-30T12:37:36,,
28.202363 84.746373 1696.1 15.199999809265137,28.202363,84.746373,1696.1,15.19999981,6,n/a,____female,42,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:11:16.000+06:45,2015-12-30T17:12:15.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:01cdec55-6121-4b5c-9b3d-733350ab227f,01cdec55-6121-4b5c-9b3d-733350ab227f,2015-12-30T12:37:34,,
28.2026 84.74608 1761.1 10.699999809265137,28.2026,84.74608,1761.1,10.69999981,8,n/a,____male,86,____yes,__yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:10:13.000+06:45,2015-12-30T17:11:15.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:3136a1d4-d460-41a4-b0b7-cd772d61e18f,3136a1d4-d460-41a4-b0b7-cd772d61e18f,2015-12-30T12:37:33,,
28.202568 84.746125 0 727.5969848632812,28.202568,84.746125,0,727.5969849,8,n/a,____female,79,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:01:56.000+06:45,2015-12-30T17:10:12.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:82f6ba5f-828a-4dc4-b360-5331fc42426c,82f6ba5f-828a-4dc4-b360-5331fc42426c,2015-12-30T12:37:31,,
28.202568 84.746125 1737.7 13.5,28.202568,84.746125,1737.7,13.5,6,n/a,____female,60,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T17:01:00.000+06:45,2015-12-30T17:01:56.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:9a13120d-72ab-4f8e-bcf3-b07cc830f3f1,9a13120d-72ab-4f8e-bcf3-b07cc830f3f1,2015-12-30T12:37:30,,
28.202633 84.745938 1796.9 25.200000762939453,28.202633,84.745938,1796.9,25.20000076,4,n/a,____female,31,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:59:33.000+06:45,2015-12-30T17:01:00.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:2cf35d4e-f4dc-403a-b859-f2656c02c79b,2cf35d4e-f4dc-403a-b859-f2656c02c79b,2015-12-30T12:37:28,,
28.203438 84.747312 0 204.7050018310547,28.203438,84.747312,0,204.7050018,4,n/a,____female,31,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:58:33.000+06:45,2015-12-30T16:59:32.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:97a25a9e-abf6-464e-8615-809dc5d9f175,97a25a9e-abf6-464e-8615-809dc5d9f175,2015-12-30T12:37:26,,
28.203438 84.747312 2160 16.100000381469727,28.203438,84.747312,2160,16.10000038,4,n/a,____male,60,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,no idea,no comment,2015-12-30T16:57:13.000+06:45,2015-12-30T16:58:32.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:4510856c-28f6-478e-9ade-30d7ec636ed5,4510856c-28f6-478e-9ade-30d7ec636ed5,2015-12-30T12:37:25,,
28.202858 84.74652 1763.1 18.600000381469727,28.202858,84.74652,1763.1,18.60000038,4,n/a,____male,33,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:55:56.000+06:45,2015-12-30T16:57:12.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:94571229-1f9d-4972-b079-2d418bdc5c74,94571229-1f9d-4972-b079-2d418bdc5c74,2015-12-30T12:37:23,,
28.208843 84.749655 2229.4 20.100000381469727,28.208843,84.749655,2229.4,20.10000038,8,n/a,____male,95,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:54:17.000+06:45,2015-12-30T16:55:56.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:715955c2-f39a-447b-ad0d-0cc155593b38,715955c2-f39a-447b-ad0d-0cc155593b38,2015-12-30T12:37:21,,
28.208485 84.749597 2179.6 22.200000762939453,28.208485,84.749597,2179.6,22.20000076,8,n/a,____female,30,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:52:33.000+06:45,2015-12-30T16:54:16.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:20245d71-979e-4acf-b489-cc3a307d198a,20245d71-979e-4acf-b489-cc3a307d198a,2015-12-30T12:37:20,,
28.210292 84.750942 2259.6 21.399999618530273,28.210292,84.750942,2259.6,21.39999962,4,n/a,____female,32,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:51:22.000+06:45,2015-12-30T16:52:32.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:362781ee-78c8-4b8c-8439-f7b650ab9b76,362781ee-78c8-4b8c-8439-f7b650ab9b76,2015-12-30T12:37:18,,
28.20366 84.747997 2280.4 22.299999237060547,28.20366,84.747997,2280.4,22.29999924,4,n/a,____female,29,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:50:25.000+06:45,2015-12-30T16:51:21.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:72f11348-2b53-45a5-87c1-6675f28ac4af,72f11348-2b53-45a5-87c1-6675f28ac4af,2015-12-30T12:37:15,,
28.203635 84.746253 1891.7 22.700000762939453,28.203635,84.746253,1891.7,22.70000076,3,n/a,____female,23,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:49:15.000+06:45,2015-12-30T16:50:25.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:3f8f73d9-f7c9-45f5-ad26-1aa1cbda4c9c,3f8f73d9-f7c9-45f5-ad26-1aa1cbda4c9c,2015-12-30T12:37:13,,
28.200323 84.745967 2164.5 17.100000381469727,28.200323,84.745967,2164.5,17.10000038,4,n/a,____female,60,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:48:05.000+06:45,2015-12-30T16:49:14.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:aae97ecc-f7cc-42b2-ba18-3ea4ec4ba438,aae97ecc-f7cc-42b2-ba18-3ea4ec4ba438,2015-12-30T12:37:11,,
28.202547 84.747402 2265.6 18.5,28.202547,84.747402,2265.6,18.5,4,n/a,____female,48,____yes,__yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,don't know,no comment,2015-12-30T16:46:55.000+06:45,2015-12-30T16:48:05.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:c68b708d-9b78-4c71-999a-5970d5c4c75c,c68b708d-9b78-4c71-999a-5970d5c4c75c,2015-12-30T12:37:08,,
28.202388 84.747322 2246.9 96,28.202388,84.747322,2246.9,96,4,n/a,____male,63,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:45:17.000+06:45,2015-12-30T16:46:54.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:89c1c10b-c496-4192-a65e-d808d1e37261,89c1c10b-c496-4192-a65e-d808d1e37261,2015-12-30T12:37:06,,
28.202868 84.747727 2284.5 9,28.202868,84.747727,2284.5,9,4,n/a,____female,30,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:44:18.000+06:45,2015-12-30T16:45:17.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:19380231-736c-42ca-9aa2-674510365b8d,19380231-736c-42ca-9aa2-674510365b8d,2015-12-30T12:37:05,,
28.20366 84.745795 1856 16.799999237060547,28.20366,84.745795,1856,16.79999924,4,n/a,____female,25,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:42:48.000+06:45,2015-12-30T16:44:17.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:8ce5d182-35aa-466a-93ad-34ee27ce9768,8ce5d182-35aa-466a-93ad-34ee27ce9768,2015-12-30T12:37:03,,
28.20352 84.745578 1849.6 16.899999618530273,28.20352,84.745578,1849.6,16.89999962,4,n/a,____male,63,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:41:29.000+06:45,2015-12-30T16:42:47.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:f9c1263a-d55d-407f-ac02-9a344551ad93,f9c1263a-d55d-407f-ac02-9a344551ad93,2015-12-30T12:37:02,,
28.195117 84.7482 2721.5 17.200000762939453,28.195117,84.7482,2721.5,17.20000076,4,n/a,____female,84,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:40:08.000+06:45,2015-12-30T16:41:28.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:540dc101-56e6-451f-b320-13893a82d8ee,540dc101-56e6-451f-b320-13893a82d8ee,2015-12-30T12:37:00,,
28.203553 84.746347 1678.9 14,28.203553,84.746347,1678.9,14,7,n/a,____male,58,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,no idea,no comment,2015-12-30T16:38:37.000+06:45,2015-12-30T16:40:07.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:f8183993-9a7c-4243-b103-583971bb9415,f8183993-9a7c-4243-b103-583971bb9415,2015-12-30T12:36:58,,
28.203357 84.747048 0 4062,28.203357,84.747048,0,4062,7,n/a,____male,27,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:13:57.000+06:45,2015-12-30T16:38:36.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:a7de8da5-d4ce-41da-adc7-e2fd67fef43c,a7de8da5-d4ce-41da-adc7-e2fd67fef43c,2015-12-30T12:36:57,,
28.203357 84.747048 0 4062,28.203357,84.747048,0,4062,7,n/a,____male,23,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:12:26.000+06:45,2015-12-30T16:13:56.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:091ebd18-571a-44a8-b428-7764a10aee0c,091ebd18-571a-44a8-b428-7764a10aee0c,2015-12-30T12:36:55,,
28.203357 84.747048 0 4062,28.203357,84.747048,0,4062,5,n/a,____male,62,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:10:49.000+06:45,2015-12-30T16:12:25.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:9f42a513-a958-46cb-8cf3-32eafc974489,9f42a513-a958-46cb-8cf3-32eafc974489,2015-12-30T12:36:46,,
28.203357 84.747048 0 4062,28.203357,84.747048,0,4062,7,n/a,____female,29,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:09:35.000+06:45,2015-12-30T16:10:48.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:e4a469e3-79a3-4e0e-b0a7-8d420e489f7f,e4a469e3-79a3-4e0e-b0a7-8d420e489f7f,2015-12-30T12:36:41,,
28.203357 84.747048 0 3357.927978515625,28.203357,84.747048,0,3357.927979,7,n/a,____female,47,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no idea,no comment,2015-12-30T16:08:16.000+06:45,2015-12-30T16:09:35.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:L6HSednGsBLCTSWv,no phonenumber property in enketo,uuid:2b1e7388-8e02-4d48-b21d-d955227aa556,2b1e7388-8e02-4d48-b21d-d955227aa556,2015-12-30T12:36:39,,
