Location,_Location_latitude,_Location_longitude,_Location_altitude,_Location_precision,Ward No,Photo,Gender,Age,Got Help,Gov Capacity,neighbours,others,ngo/ingo,relatives,gov,local groups,not sure,Wait period,injured,lost relative,house destroyed/damaged,All: injured..houses destroyed/damaged,Affected: Other,New_Question,Imp: food,Imp:sanitation,Imp: emergency medical treatment,Imp: cash,Imp: tents,Imp: building materials,Imp: all of the above,not accesible: food supplies,not accessible: sanitation,not accessible: emergency supplies,Not accessible: cash,Not accessible: tents,Not accessible: building materials,Not accessible: All of the above,Top priority: foreign employmnet,Top priority: farm/business,Top priority: not sure,Top priority: education,Top priority: rebuilding,Top priority: employment,How do you think relief response could be improved next time,Any comments,start,end,today,username,simserial,subscriberid,deviceid,phonenumber,meta/instanceID,_uuid,_submission_time,_tags,_notes
n/a,n/a,n/a,n/a,n/a,4,n/a,____female,28,____no,__no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,No comments,No comments,2015-12-29T10:50:26.000+06:45,2015-12-29T10:51:34.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:11362b40-71cc-4460-afc1-11fbed70b8e8,11362b40-71cc-4460-afc1-11fbed70b8e8,2015-12-29T05:10:01,,
n/a,n/a,n/a,n/a,n/a,4,n/a,____male,32,____yes,__yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Everything should be distributed equally to the victims.,Goverment said they would provide us 2 lakh if they will give that amount fast we can build house.,2015-12-29T10:51:34.000+06:45,2015-12-29T10:53:37.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:0118ebeb-b857-41d1-8ace-459815612452,0118ebeb-b857-41d1-8ace-459815612452,2015-12-29T05:10:03,,
n/a,n/a,n/a,n/a,n/a,4,n/a,____male,32,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Goverment should help in time.,No comments,2015-12-29T11:30:16.000+06:45,2015-12-29T11:32:25.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:d7b503e2-304f-4fee-a0a6-3bc52930bd55,d7b503e2-304f-4fee-a0a6-3bc52930bd55,2015-12-29T06:01:55,,
n/a,n/a,n/a,n/a,n/a,8,n/a,____male,48,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,No comments,No comments,2015-12-29T11:32:25.000+06:45,2015-12-29T11:35:56.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:5ed049a5-cf4c-46d3-adb9-eac161a04cc4,5ed049a5-cf4c-46d3-adb9-eac161a04cc4,2015-12-29T06:01:56,,
n/a,n/a,n/a,n/a,n/a,8,n/a,____male,23,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,No comments,No comments,2015-12-29T11:35:56.000+06:45,2015-12-29T11:36:53.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:4e65e11b-4399-4a18-91c2-cca0c3a8ddc9,4e65e11b-4399-4a18-91c2-cca0c3a8ddc9,2015-12-29T06:01:57,,
n/a,n/a,n/a,n/a,n/a,8,n/a,____male,23,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,No comments,No comments,2015-12-29T11:36:53.000+06:45,2015-12-29T11:38:22.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:bae425b9-c00f-47ae-8ad7-a73674d7d6c9,bae425b9-c00f-47ae-8ad7-a73674d7d6c9,2015-12-29T06:01:58,,
n/a,n/a,n/a,n/a,n/a,8,n/a,____male,88,____yes,__yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-29T11:38:22.000+06:45,2015-12-29T11:39:20.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:4a97588c-d10b-4218-a6bc-b10c66fe1956,4a97588c-d10b-4218-a6bc-b10c66fe1956,2015-12-29T06:02:00,,
n/a,n/a,n/a,n/a,n/a,8,n/a,____female,25,____yes,__yes,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,No comments,No comments,2015-12-29T11:39:21.000+06:45,2015-12-29T11:40:33.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:f4f96f7d-1716-4cca-8723-c3cdcece7215,f4f96f7d-1716-4cca-8723-c3cdcece7215,2015-12-29T06:02:01,,
n/a,n/a,n/a,n/a,n/a,4,n/a,____female,19,____yes,__yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,No comments,No comments,2015-12-29T11:40:34.000+06:45,2015-12-29T11:43:23.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:5e35b47d-c745-43d6-8156-66a0609ce516,5e35b47d-c745-43d6-8156-66a0609ce516,2015-12-29T06:02:02,,
n/a,n/a,n/a,n/a,n/a,4,n/a,____female,42,____yes,__yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-29T11:43:23.000+06:45,2015-12-29T11:44:17.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:1f9cf578-3aef-4b71-90b5-31220cb54d79,1f9cf578-3aef-4b71-90b5-31220cb54d79,2015-12-29T06:02:04,,
n/a,n/a,n/a,n/a,n/a,4,n/a,____female,62,____yes,__yes,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,No comments,No comments,2015-12-29T11:44:17.000+06:45,2015-12-29T11:45:16.000+06:45,29/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:6IMOprdZWQmyGLDV,no phonenumber property in enketo,uuid:63c3c416-6ef0-400e-9f79-4bfaa3f25b3d,63c3c416-6ef0-400e-9f79-4bfaa3f25b3d,2015-12-29T06:02:05,,
28.203746 84.745046 0 1662,28.203746,84.745046,0,1662,7,n/a,____female,90,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"I am old I can't walk long distance to take relief materials,  organization should provide relief materials equally to old people as well.",When will government give 2 lakh.,2015-12-30T16:32:18.000+06:45,2015-12-30T16:38:42.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:3a847887-ca4f-49d1-a5df-48beced84317,3a847887-ca4f-49d1-a5df-48beced84317,2015-12-31T02:19:58,,
28.203444 84.745802 1839.2058375105591 8,28.203444,84.745802,1839.205838,8,7,n/a,____male,47,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-30T16:38:42.000+06:45,2015-12-30T16:40:11.000+06:45,30/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:602c7d40-7f61-40d4-8738-66a404327a7b,602c7d40-7f61-40d4-8738-66a404327a7b,2015-12-31T02:20:01,,
28.203611 84.746132 1911.249735453673 16,28.203611,84.746132,1911.249735,16,7,n/a,____female,38,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No comments,No comments,2015-12-31T08:06:16.000+06:45,2015-12-31T08:08:18.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:b3259f17-a16e-4fba-a609-c4e5442d752e,b3259f17-a16e-4fba-a609-c4e5442d752e,2015-12-31T02:27:47,,
28.203525 84.745908 1842.7681212138764 32,28.203525,84.745908,1842.768121,32,7,n/a,____female,69,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Goverment should act fast as possible as they can,No comments,2015-12-31T08:08:19.000+06:45,2015-12-31T08:09:24.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:2c2c068e-0405-426f-ba47-e512091647d3,2c2c068e-0405-426f-ba47-e512091647d3,2015-12-31T02:27:50,,
28.203479 84.746042 1911.6436899441062 32,28.203479,84.746042,1911.64369,32,7,n/a,____female,40,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,No idea,No comments,2015-12-31T08:09:24.000+06:45,2015-12-31T08:10:22.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:c6c0a54d-e710-4bff-840b-443d86715288,c6c0a54d-e710-4bff-840b-443d86715288,2015-12-31T02:27:52,,
28.203403 84.745913 1851.0433292513494 24,28.203403,84.745913,1851.043329,24,7,n/a,____male,47,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No idea,No comments,2015-12-31T08:10:23.000+06:45,2015-12-31T08:11:13.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:58923713-1d96-431e-bb99-12c7c9081165,58923713-1d96-431e-bb99-12c7c9081165,2015-12-31T02:27:53,,
28.203423 84.745793 0 91.4739990234375,28.203423,84.745793,0,91.47399902,5,n/a,____female,40,____yes,__yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Victims should be getting what they need instead,  getting what's not necessary is not good.",No comments,2015-12-31T08:11:14.000+06:45,2015-12-31T08:17:53.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:34a73c8a-1679-4b28-8d4f-fc91734c6079,34a73c8a-1679-4b28-8d4f-fc91734c6079,2015-12-31T03:02:17,,
28.203552 84.745762 1844.9879053104007 24,28.203552,84.745762,1844.987905,24,5,n/a,____female,63,____yes,__yes,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-31T08:17:54.000+06:45,2015-12-31T08:19:10.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:c0555ec7-fe25-4d39-bb7d-c725b90ef559,c0555ec7-fe25-4d39-bb7d-c725b90ef559,2015-12-31T03:10:09,,
28.203469 84.745866 1869.6247990805637 12,28.203469,84.745866,1869.624799,12,5,n/a,____male,36,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Distributing relief materials in equal amount is better.,Goverment should act fast on rebuilding term.,2015-12-31T08:19:10.000+06:45,2015-12-31T08:21:31.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:01db29d1-66d1-4eed-99b0-a916792a4887,01db29d1-66d1-4eed-99b0-a916792a4887,2015-12-31T03:10:10,,
28.203353 84.74576 1841.1855980142543 16,28.203353,84.74576,1841.185598,16,5,n/a,____female,22,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Receiving what is necessary is better in relief response.,It's too hard to live in temporary house in winter season.,2015-12-31T08:21:31.000+06:45,2015-12-31T08:23:14.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:a925d562-98b3-45af-81d5-e53bcf03dec1,a925d562-98b3-45af-81d5-e53bcf03dec1,2015-12-31T03:10:12,,
28.203565 84.745937 1882.5349471411178 32,28.203565,84.745937,1882.534947,32,5,n/a,____male,69,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-31T08:23:14.000+06:45,2015-12-31T08:23:56.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:6963647f-e03f-4ed4-bce4-d89c9b2fc60e,6963647f-e03f-4ed4-bce4-d89c9b2fc60e,2015-12-31T03:10:13,,
28.203488 84.745756 1885.32524313061 48,28.203488,84.745756,1885.325243,48,2,n/a,____male,48,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No comments,No comments,2015-12-31T08:23:56.000+06:45,2015-12-31T08:24:57.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:44bad27b-d2cf-49ad-8459-ee8e8c366e44,44bad27b-d2cf-49ad-8459-ee8e8c366e44,2015-12-31T03:10:14,,
28.203476 84.745847 1874.818245589858 24,28.203476,84.745847,1874.818246,24,6,n/a,____female,20,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,TRUE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,No comments,I am worried how I am gonna make my home.,2015-12-31T08:24:57.000+06:45,2015-12-31T08:26:25.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:4b8760fd-9662-4d5f-bb56-2c4c0bbd924a,4b8760fd-9662-4d5f-bb56-2c4c0bbd924a,2015-12-31T03:10:16,,
28.203648 84.745776 1891.7239479171394 16,28.203648,84.745776,1891.723948,16,6,n/a,____female,75,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-31T08:26:25.000+06:45,2015-12-31T08:27:27.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:c6de7527-25c8-482b-a43d-69d2a92e46bd,c6de7527-25c8-482b-a43d-69d2a92e46bd,2015-12-31T03:10:17,,
28.203518 84.745826 1876.11670305762 32,28.203518,84.745826,1876.116703,32,6,n/a,____male,70,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,no comments,No comments,2015-12-31T08:27:27.000+06:45,2015-12-31T08:28:30.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:405f6e34-e048-404a-95a3-def24ba751ff,405f6e34-e048-404a-95a3-def24ba751ff,2015-12-31T03:10:19,,
28.203297 84.745808 1852.4769183262827 12,28.203297,84.745808,1852.476918,12,6,n/a,____male,40,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No comments,No comments,2015-12-31T08:28:30.000+06:45,2015-12-31T08:29:43.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:24fec270-0c97-43be-9c86-92f4d3eaf703,24fec270-0c97-43be-9c86-92f4d3eaf703,2015-12-31T03:10:20,,
28.203681 84.745783 1901.7795036165544 48,28.203681,84.745783,1901.779504,48,9,n/a,____male,51,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No comments,No comments,2015-12-31T09:23:41.000+06:45,2015-12-31T09:24:51.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:9970cba6-436a-461f-8a64-a4e513675658,9970cba6-436a-461f-8a64-a4e513675658,2015-12-31T03:48:28,,
28.203425 84.745833 1817.7480837986807 24,28.203425,84.745833,1817.748084,24,9,n/a,____male,69,____yes,__yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No comments,No comments,2015-12-31T09:24:51.000+06:45,2015-12-31T09:25:37.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:c609ff8b-4e52-47fa-8796-cb170020bf84,c609ff8b-4e52-47fa-8796-cb170020bf84,2015-12-31T03:48:29,,
28.203212 84.74584 1831.866787733556 64,28.203212,84.74584,1831.866788,64,9,n/a,____female,64,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Goverment should give allocated amount which they have decided to give for earthquake victims.,No comments,2015-12-31T09:25:37.000+06:45,2015-12-31T09:27:20.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:af17c912-e366-48f9-82f0-29b3a5b97fe1,af17c912-e366-48f9-82f0-29b3a5b97fe1,2015-12-31T03:48:30,,
28.203706 84.745907 1863.3274331474804 32,28.203706,84.745907,1863.327433,32,9,n/a,____female,59,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Cash is better in terms of relief materials.,No comments,2015-12-31T09:27:20.000+06:45,2015-12-31T09:28:11.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:79b628b7-b5bf-4f31-806a-11b7521f9d33,79b628b7-b5bf-4f31-806a-11b7521f9d33,2015-12-31T03:48:32,,
28.203554 84.745956 1857.879967752043 12,28.203554,84.745956,1857.879968,12,9,n/a,____female,35,____yes,__yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,________1_8_we,FALSE,FALSE,TRUE,FALSE,FALSE,n/a,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No comments,No comments,2015-12-31T09:28:12.000+06:45,2015-12-31T09:29:19.000+06:45,31/12/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:AGrNBdY56BVAnV79,no phonenumber property in enketo,uuid:738161a2-c099-4c07-b619-5ab2db8d5de7,738161a2-c099-4c07-b619-5ab2db8d5de7,2015-12-31T03:48:33,,
